CO(GT),NO2(GT),PT08.S2(NMHC),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,CO Class
1.8,74,791,1650,638,24.6,62.7,1.9158,1
1.5,89,1085,1947,1097,25.7,58.9,1.9156,1
1.6,188,1233,2129,1248,27.1,54.4,1.9206,1
0.8,176,1031,1866,1067,28.4,50.7,1.9329,0
0.5,163,1017,1774,964,32.7,36.9,1.7953,0
0.7,155,1013,1781,903,34,32.7,1.7146,0
0.6,146,1004,1761,839,35.6,29.2,1.6684,0
0.9,131,921,1635,692,37.1,25.6,1.5868,0
1.4,119,928,1636,629,36.1,26.4,1.5505,1
4.2,98,956,1654,666,37.9,23.8,1.5392,2
4.1,89,959,1636,684,38,22.2,1.4483,2
3.6,68,1082,1731,816,36.9,22.7,1.3887,2
2.5,65,1107,1801,876,35.5,25.7,1.4626,2
1.3,81,1057,1775,836,32.8,32.2,1.5779,1
1.7,136,1042,1773,846,30.5,38.2,1.6376,1
2.1,130,974,1733,795,28.8,43.5,1.6989,2
1.7,157,1005,1746,836,28,46.2,1.721,1
1.9,171,956,1724,818,27.1,49.4,1.7398,1
2.3,143,904,1692,777,26.4,52.2,1.7708,2
3.3,116,838,1640,733,26.2,52.3,1.7561,2
3.5,129,672,1469,703,27.1,47.4,1.6809,2
3.6,168,559,1428,559,28,45.2,1.6832,2
2.9,152,603,1459,589,25.8,50.9,1.6605,2
2,175,617,1456,585,27.2,47.2,1.6803,1
1.9,212,664,1503,644,27,48.3,1.6946,1
1.5,220,1277,2188,1392,25.9,51.5,1.7,1
1.1,175,1333,2256,1533,27.4,48.6,1.7447,1
0.8,165,1215,2068,1404,29.1,45.5,1.7998,0
0.5,136,1154,1965,1204,32.8,36.9,1.803,0
0.4,111,999,1788,915,34.7,32.1,1.741,0
0.3,114,1061,1858,940,33.7,35.1,1.8022,0
0.3,96,995,1779,863,35.1,32.4,1.7996,0
0.5,75,951,1718,747,35.4,30.9,1.7505,0
2.4,58,951,1675,704,36.5,28.7,1.7256,2
2.2,41,1014,1749,791,38,24.7,1.6073,2
1.4,55,1052,1780,824,37.5,24.4,1.5515,1
1.6,73,1108,1854,913,35.5,28.9,1.6468,1
1.6,108,1082,1854,907,31.9,37.5,1.7442,1
1.6,147,990,1807,918,30.1,45,1.8891,1
2.1,150,959,1798,914,28.8,48.9,1.9105,2
1.1,131,989,1821,955,28.8,48.8,1.9039,1
1.6,144,1020,1835,1063,28,49,1.8237,1
2.4,151,949,1751,982,27.5,51.5,1.8664,2
2.9,165,899,1717,914,27.3,51.5,1.844,2
2.7,135,804,1658,861,26.7,53.3,1.8366,2
3.1,143,710,1566,713,25.9,55.1,1.8117,2
2.2,153,652,1526,740,27,51.8,1.8147,2
1.5,149,654,1529,801,26.8,50.9,1.7693,1
1.2,164,893,1743,1132,25,57,1.7792,1
1.3,180,1278,2182,1473,26.2,52.8,1.7729,1
1.4,159,1454,2404,1607,28.3,47.6,1.7981,1
0.9,119,1001,1783,1146,29.9,42.1,1.7474,0
0.7,127,909,1687,867,33,35.4,1.7504,0
0.6,131,976,1753,869,35.6,30.6,1.7493,0
0.5,101,923,1662,744,37.1,27.9,1.7309,0
0.8,138,926,1643,702,37.9,25.7,1.6651,0
1.2,138,814,1489,554,37.2,23.6,1.4764,1
1.1,138,901,1589,661,39.1,21.7,1.5031,1
1.6,137,881,1590,630,39.3,22,1.5366,1
1.4,120,1003,1710,803,38.2,23.8,1.5666,1
1.2,208,927,1659,727,34,33.2,1.7395,1
1.4,128,897,1751,894,25.5,58.6,1.8891,1
1.6,145,867,1644,864,27.2,46,1.6376,1
1.1,168,798,1571,743,27.6,45.2,1.6479,1
1.1,177,790,1608,830,25.4,52.7,1.6867,1
1.3,172,743,1539,675,26.1,49.4,1.6491,1
1.5,112,840,1664,839,25,53.6,1.6721,1
2,39,737,1548,758,25.4,52.9,1.698,1
2.4,68,700,1547,644,25.4,54.4,1.7384,2
2,51,605,1488,615,25.4,54.6,1.7432,1
1.5,112,592,1482,578,24.5,57.1,1.7327,1
1.7,170,705,1578,843,22.8,63.7,1.7392,1
2.5,173,836,1675,1113,22.6,64.1,1.7358,2
2.2,135,1134,2015,1388,24.3,58,1.7429,2
1.4,93,1150,1962,1310,26.5,50.4,1.7215,1
1.2,74,940,1727,1056,28.1,45.4,1.697,1
1.2,69,1030,1789,1104,31.7,36.7,1.6843,1
0.9,109,1020,1731,973,35.8,28.7,1.6626,0
0.5,55,985,1708,1001,36.8,27.2,1.6623,0
0.6,49,906,1567,747,38.3,24.5,1.622,0
1,42,838,1541,653,34.2,30.8,1.6299,0
1.3,50,832,1695,934,28.7,51.4,1.9871,1
1.7,53,855,1700,811,23.9,69.1,2.0202,1
2.2,86,963,1815,918,21.5,78.8,1.9939,2
2.1,81,954,1801,899,21.6,78.5,1.994,2
2.2,96,984,1826,902,21.5,78.4,1.9818,2
2,96,886,1721,900,20.8,80.9,1.9637,1
2,79,783,1623,875,20.7,81.8,1.9717,1
1.2,95,789,1594,879,23.1,70.1,1.9582,1
1.8,127,799,1619,859,22.7,68.4,1.8627,1
4.3,102,867,1685,1048,22.1,72.6,1.9105,2
3.8,107,848,1691,1048,21.8,74.1,1.915,2
4.4,110,762,1616,959,21.9,72.8,1.8944,2
3.8,124,716,1586,898,21.7,73.2,1.8763,2
1.9,113,676,1567,859,21.4,75.5,1.9033,1
1.7,104,734,1607,947,21.4,75.5,1.9069,1
1.8,117,889,1760,1081,21.9,74.9,1.9396,1
1.1,94,1102,1989,1257,22,75.9,1.9817,1
0.8,109,1270,2191,1404,22.5,74.9,2.019,0
0.7,72,1188,2033,1412,24.5,66.2,2.0011,0
0.6,40,1122,1974,1428,25.6,61.2,1.9808,0
0.5,23,1168,2000,1451,29.3,48.4,1.9367,0
0.5,24,1129,1911,1346,33.5,36,1.8395,0
0.9,41,995,1730,1093,35.6,29.8,1.7045,0
3.5,99,985,1742,940,33.7,33.4,1.7186,2
5.7,91,1003,1715,909,34.1,33.3,1.7509,2
3.5,81,1035,1834,1005,31.5,43.5,1.9797,2
3.7,95,894,1649,756,32.5,40.6,1.9481,2
3.1,113,1038,1873,1080,29.8,45.2,1.8642,2
3,89,1137,1952,1220,27.7,49.9,1.8189,2
2.6,88,1089,1886,1208,26.4,54.6,1.8459,2
2.4,81,971,1760,1057,25.5,58,1.8611,2
2.6,82,930,1723,1009,25.1,59.9,1.8797,2
5,115,991,1820,1088,24.1,63.5,1.8828,2
5.6,112,920,1755,1062,23.8,65,1.8897,2
6.5,116,831,1662,975,23.4,64.9,1.843,2
4.1,129,674,1530,793,24.4,58.6,1.7714,2
2.1,110,627,1519,787,23.3,63.3,1.7895,2
2,105,645,1530,802,21.9,67.1,1.7414,1
1.4,90,604,1507,754,23.6,61.2,1.7588,1
0.8,94,670,1538,774,22.6,63.4,1.7136,0
0.8,96,771,1608,860,22.9,62.6,1.7253,0
0.6,70,886,1705,988,23.3,61.8,1.7504,0
0.5,57,996,1838,1113,25.4,56.2,1.7961,0
0.4,45,1012,1782,1063,30.6,41.9,1.8104,0
0.6,42,914,1653,858,33.5,34,1.73,0
1.4,71,811,1541,642,35.5,29.8,1.7004,1
5.6,82,813,1518,588,37.5,24.7,1.5637,2
7.3,81,750,1390,484,35.1,25.2,1.402,2
5.3,89,776,1431,498,38.1,21.1,1.3863,2
4.4,83,803,1460,538,38.5,21.8,1.4653,2
3.1,82,833,1577,565,36.8,29.5,1.8037,2
3.3,78,915,1643,672,34.9,33.4,1.8384,2
3.8,79,912,1648,689,32.2,37.4,1.7655,2
2.3,78,917,1649,714,29.7,41.7,1.7081,2
2.6,73,828,1589,631,27.7,47.4,1.7344,2
3.2,73,988,1751,829,27.3,49.4,1.7602,2
5,100,1011,1768,875,26.3,51.3,1.7251,2
5.6,122,872,1617,803,25.7,54.1,1.7546,2
5.4,132,805,1571,759,25.4,55.1,1.7628,2
4.4,116,736,1548,638,24.9,57.3,1.7822,2
2.4,109,744,1590,700,24.1,61.8,1.8339,2
1.5,109,609,1473,615,23.9,61.2,1.7871,1
1.3,116,616,1532,596,23.8,61.3,1.7881,1
1.1,104,627,1518,650,23.4,61.7,1.7495,1
1,81,638,1506,655,24.3,58.4,1.7508,0
0.6,64,738,1585,779,25.1,56.6,1.7798,0
0.5,54,774,1621,758,27.3,51.3,1.835,0
0.6,35,724,1574,598,29.5,45.9,1.8662,0
0.8,44,751,1649,643,27.6,52.4,1.9055,0
1.5,62,744,1695,778,25.4,68,2.1806,1
4.1,68,689,1543,522,32.2,40.3,1.8999,2
5.5,85,627,1433,419,31.6,38.9,1.7838,2
5.5,110,655,1471,444,33,37.3,1.8481,2
3.7,115,690,1488,474,35.1,32.1,1.7841,2
3.3,129,715,1479,495,35,31.1,1.7173,2
2.5,106,763,1491,504,33.8,32.1,1.6596,2
2.6,87,836,1577,616,31.1,38.8,1.7295,2
2.2,70,868,1634,690,29,46.1,1.8141,2
2.6,106,905,1702,846,28.1,50.6,1.8969,2
2.9,151,992,1791,1013,27.1,54.7,1.9284,2
5,179,940,1744,978,26.6,56.4,1.9349,2
5.1,188,836,1662,821,25.8,60.4,1.9759,2
5.2,187,824,1637,862,25.5,61.6,1.9804,2
3.8,121,733,1605,755,24.9,63.5,1.9647,2
2.2,99,638,1526,715,24.3,65.1,1.9475,2
2.1,100,598,1511,684,23.8,65.7,1.9079,2
1.8,79,694,1583,853,23.2,68,1.9045,1
1.6,57,872,1727,990,23.2,67.5,1.899,1
1.4,43,1151,2005,1206,24.3,63.3,1.8929,1
0.8,50,1152,2003,1274,25.5,59.7,1.9193,0
0.5,47,1138,1946,1336,27.7,52.5,1.9138,0
0.5,60,970,1751,1068,31.8,38.9,1.8005,0
0.9,91,897,1608,804,32.7,34.1,1.6592,0
3.2,159,912,1661,826,34.3,31.5,1.6745,2
2.8,173,889,1630,745,34.2,31.5,1.6675,2
2.7,174,844,1567,638,33.9,32.3,1.6809,2
2.4,165,880,1617,684,34.4,31.9,1.7005,2
2.7,136,-200,-200,-200,-200,-200,-200,2
2.8,125,-200,-200,-200,-200,-200,-200,2
2.9,122,-200,-200,-200,-200,-200,-200,2
2.6,124,-200,-200,-200,-200,-200,-200,2
2.6,184,925,1685,1020,29.8,41.7,1.7167,2
3.2,200,965,1742,1100,28.8,45.9,1.7884,2
4.6,225,944,1772,1086,28.2,51.1,1.9221,2
4.9,168,945,1765,1060,27.5,54.4,1.9705,2
4.7,118,859,1680,996,27.4,55,1.9827,2
3.3,115,758,1567,856,28.1,51.6,1.9269,2
2.3,94,680,1535,722,26.3,56.5,1.9027,2
2.1,62,704,1603,860,24.4,65,1.9612,2
1.7,68,665,1559,772,24.4,63.6,1.9218,1
1,50,747,1633,910,23.5,67.4,1.9305,0
0.9,36,883,1742,1051,23.4,65.7,1.872,0
0.7,53,1139,2009,1257,24.5,61.3,1.8522,0
0.4,79,1259,2114,1410,26,55.8,1.8536,0
0.4,133,1144,1939,1433,28.5,48.5,1.8607,0
0.5,148,1133,1909,1413,33.6,35.7,1.8229,0
1.3,161,1074,1777,1206,36.5,28.9,1.7359,1
3.5,191,949,1607,831,39,23.7,1.6346,2
5.5,158,752,1385,544,38.8,23.7,1.6093,2
5.6,157,783,1443,525,38,24,1.5686,2
3.4,188,864,1544,644,40.5,23.3,1.7416,2
3.2,143,845,1566,702,39.8,25.4,1.8213,2
3.7,152,965,1649,844,39.6,23.3,1.6535,2
4.6,168,1012,1725,905,38.8,24.7,1.6772,2
4.2,205,999,1766,878,34.7,35.9,1.9528,2
3.3,204,967,1801,927,32.3,43.6,2.07,2
2.7,210,924,1757,910,30.7,48.1,2.0821,2
2.2,173,984,1823,1024,29.5,50.6,2.0492,2
2.8,123,997,1816,1021,28.8,52,2.0297,2
2.9,92,930,1748,1027,28.2,55,2.0697,2
2,77,839,1700,993,27.2,59.1,2.0997,1
0.7,74,778,1665,910,26.7,60.7,2.0977,0
0.6,74,650,1581,768,26.9,60.3,2.1074,0
1.2,47,662,1590,760,26.4,61.6,2.0931,1
1.2,44,685,1632,834,25.9,63.6,2.102,1
1.1,69,866,1768,1075,26.1,63.7,2.117,1
0.6,79,958,1836,1167,26.8,60.5,2.1008,0
0.3,108,1019,1904,1178,27.9,56.5,2.0895,0
0.3,119,967,1825,1120,29.8,51.1,2.1054,0
0.3,165,957,1819,1131,33.6,41,2.0995,0
0.4,172,913,1782,972,35.1,38.1,2.1144,0
0.6,180,813,1657,764,36.2,34.9,2.0578,0
0.7,130,802,1620,670,38,30.7,2.0022,0
1,120,769,1576,615,36.6,30.8,1.8617,0
1.1,117,740,1526,557,38.8,25.4,1.7282,1
1.5,141,839,1607,700,38.7,25.8,1.7426,1
1.4,151,901,1691,734,37.4,29.9,1.8848,1
1.4,218,883,1672,684,36.2,31.1,1.8371,1
1,213,982,1760,823,33.8,34.5,1.7788,0
0.9,194,890,1701,801,31.4,40.7,1.8377,0
1.1,167,917,1728,916,30.8,45,1.9733,1
1.3,115,887,1696,820,29.4,50,2.0181,1
1.8,98,884,1726,838,28.1,54.1,2.029,1
2.4,93,895,1727,882,27.3,57.8,2.0646,2
2.7,87,825,1716,801,26.7,60.6,2.0942,2
1.7,71,701,1638,690,25.9,64.5,2.1247,1
2.2,49,614,1565,674,25.6,63.5,2.0566,2
2.8,44,617,1561,622,26.7,61,2.101,2
2.4,58,721,1651,799,25.8,64.6,2.1195,2
2.5,66,738,1623,818,26.5,60.6,2.063,2
1.4,112,1013,1932,1034,26.4,61.7,2.0929,1
1.4,104,1118,2019,1189,27.5,60.1,2.1719,1
0.9,103,957,1841,1034,29.4,53.1,2.1362,0
0.6,118,855,1712,929,33.4,39.9,2.0177,0
1,129,867,1717,880,33.2,39.2,1.9642,0
1.6,127,788,1629,701,34.5,35.1,1.8856,1
0.9,130,766,1597,620,37.1,30.5,1.8962,0
0.9,130,764,1579,573,35.9,32.1,1.8697,0
1,118,792,1582,544,37.3,28,1.7537,0
1,146,800,1567,581,38.1,26.3,1.7252,0
0.9,190,855,1607,610,37.1,27.2,1.6844,0
0.9,189,904,1653,695,35.2,31.2,1.7485,0
0.9,173,929,1702,709,32.1,38.7,1.819,0
0.9,148,896,1697,736,30.3,45.1,1.9129,0
2.7,116,878,1691,722,29.3,50.2,2.0127,2
2.2,109,814,1657,680,28.6,53.7,2.0691,2
3.3,94,920,1761,772,27.8,57.4,2.1107,2
2.1,64,856,1736,769,27.4,59.4,2.1395,2
1.8,59,794,1688,654,27.2,59.3,2.1059,1
1.9,64,626,1557,516,26.7,61,2.1005,1
2.3,52,544,1485,447,26,62.7,2.0737,2
1.9,55,558,1485,452,25.4,63.1,2.0184,1
1.3,83,586,1499,492,26.1,60.3,2.012,1
1,114,709,1641,588,25.2,67.1,2.1164,0
0.6,137,924,1806,909,26,61.9,2.0511,0
0.6,160,981,1818,1007,27,57.5,2.0183,0
0.9,138,929,1722,809,30.5,44.4,1.9076,0
1.5,134,896,1704,820,33.4,35.1,1.781,1
5.5,143,801,1573,657,35.7,29,1.6716,2
4,153,779,1537,551,35.8,27.7,1.6041,2
1.8,145,724,1490,511,36.3,27.4,1.6264,1
1.9,123,673,1394,451,33.6,28.8,1.4695,1
1.7,96,709,1332,462,35.2,20.5,1.1418,1
1.6,107,726,1382,440,35,22.4,1.2371,1
1.9,119,745,1400,472,34,25.2,1.314,1
1.6,109,771,1465,494,32,28.2,1.3204,1
1.8,107,805,1511,524,29.4,34.4,1.3899,1
2,57,796,1538,560,28.1,41.1,1.535,1
3.1,60,746,1528,534,26.9,47.5,1.6595,2
3.9,22,767,1534,577,26.6,50.4,1.724,2
4.3,2,806,1580,674,25.9,52.9,1.7478,2
3.5,7,795,1570,676,25.4,54.6,1.7483,2
2.4,8,737,1534,611,25.1,55.7,1.7471,2
1.5,27,618,1442,529,25.1,55.3,1.733,1
1.3,14,559,1414,478,25,56,1.7428,1
1,3,569,1426,497,25.2,55,1.7405,0
0.8,9,578,1445,513,25.6,53.5,1.7291,0
0.5,14,626,1471,563,24.7,55.9,1.7114,0
0.4,52,826,1639,822,24,57.2,1.6835,0
0.5,64,849,1626,890,25,53.2,1.663,0
0.7,66,749,1535,742,28,43.4,1.6162,0
1.2,14,748,1551,629,31.6,35.5,1.6269,1
2.4,9,712,1494,609,35,29,1.6017,2
4.3,12,726,1496,534,35.3,27.6,1.5512,2
4.1,14,699,1413,528,36.2,24.1,1.4235,2
3.7,21,676,1350,463,34.8,24.5,1.3373,2
3.4,43,685,1339,462,38.2,19.6,1.2915,2
3.8,62,686,1402,501,38.9,20.3,1.382,2
4.1,68,687,1438,493,36.9,27.1,1.6683,2
3.4,81,769,1546,572,35.2,32.1,1.7898,2
2.3,88,838,1614,668,32,38.2,1.788,2
3.2,99,868,1633,771,29.8,41.8,1.7269,2
4.8,98,818,1590,732,28.2,45.9,1.7272,2
6.7,97,774,1562,687,27.1,48.2,1.7075,2
7.5,101,758,1544,664,26.7,49.5,1.7048,2
4.5,90,684,1475,588,26.1,50.8,1.6917,2
2.1,61,650,1479,610,25.7,52.5,1.7077,2
1.5,55,631,1473,593,24.8,55.4,1.7054,1
1.1,46,597,1454,566,23.8,57.5,1.6723,1
1.1,56,584,1457,571,22.4,62.2,1.6648,1
0.9,83,612,1443,614,22.5,61.8,1.6654,0
0.5,55,584,1414,566,22.7,59.2,1.6139,0
0.4,47,623,1425,594,23,58.4,1.6223,0
0.4,61,682,1457,611,23.9,56.3,1.6489,0
0.7,58,811,1562,759,26.3,50.1,1.6889,0
2,59,778,1520,700,32.1,34,1.6039,1
4.2,54,826,1531,691,35.8,25.7,1.4861,2
5.2,69,753,1402,579,38.3,19.8,1.3067,2
3.8,54,664,1312,478,37.3,20.5,1.286,2
3.7,95,624,1209,410,36.3,18.4,1.0976,2
3.4,99,610,1204,404,36.8,16.9,1.0347,2
3.1,127,652,1239,440,37.9,15.9,1.0296,2
2.4,98,658,1254,461,36.7,17.1,1.0398,2
2.8,112,679,1291,526,33.8,21.9,1.1303,2
3.6,115,743,1379,647,32.6,24.6,1.1885,2
4,114,731,1384,693,30.6,28.4,1.2247,2
5.6,103,790,1430,729,29.4,30.5,1.2288,2
6.3,81,906,1561,1002,28.4,34.4,1.314,2
4.7,75,766,1399,797,28.3,34.1,1.2951,2
1.9,64,711,1367,685,27.8,35.2,1.2968,1
1.9,71,693,1377,710,25.3,39.7,1.2656,1
1.2,99,657,1337,629,24.5,41.5,1.2589,1
0.9,132,566,1267,503,24.8,39.8,1.2231,0
1.7,135,543,1244,462,23.3,41.9,1.1856,1
1.7,94,616,1306,530,21.5,45.6,1.1558,1
2.2,103,783,1446,838,21.3,47,1.1793,2
2.8,123,920,1534,946,22.2,45,1.1867,2
3.9,95,1010,1616,1014,23.6,40.8,1.1746,2
6.5,90,1048,1624,1135,27.1,32.4,1.1462,2
6.3,99,999,1515,1027,33.4,20.1,1.0142,2
5.7,107,874,1369,749,35.3,17,0.9546,2
4.4,112,869,1363,632,37.4,14.7,0.9295,2
1.6,132,741,1277,479,38.6,14.6,0.9821,1
1.5,148,708,1256,463,35.8,17.8,1.0274,1
1.7,158,702,1267,458,38.4,16.4,1.0957,1
1.9,145,761,1346,520,39.7,15.3,1.0963,1
1.6,128,853,1420,606,38.8,15.8,1.0706,1
1.3,105,857,1463,631,35.2,22.3,1.2467,1
0.8,90,850,1503,695,31.7,28.2,1.2962,0
0.6,85,919,1543,871,30.4,30.9,1.3219,0
0.7,73,898,1508,879,29.5,32.1,1.3005,0
1.6,74,798,1459,780,28,34.9,1.2989,1
2.9,61,767,1443,728,28.2,36.6,1.3722,2
4.1,69,787,1460,821,26.5,40.7,1.3873,2
3.7,82,658,1349,663,28.3,36.7,1.3878,2
3.6,120,645,1385,656,25.7,43.8,1.4233,2
3.4,135,626,1397,639,24.3,49,1.4666,2
3.7,152,597,1346,603,24.3,48.3,1.4449,2
4.1,177,618,1354,560,23.6,49.2,1.4153,2
3.2,181,791,1493,789,22.2,53.9,1.4201,2
2.4,176,1079,1761,1145,22.5,52.3,1.41,2
3.4,163,1181,1850,1302,24.3,47.8,1.4321,2
5.6,174,1058,1695,1297,27.3,40.7,1.4548,2
2.9,117,979,1633,1192,33.3,28.2,1.4189,2
5.4,145,890,1499,862,35.3,23.1,1.2989,2
5.3,173,805,1391,649,36.1,21.3,1.2502,2
6.7,204,840,1422,694,38.5,18,1.2055,2
7,209,751,1358,595,36.5,20.8,1.2446,2
2.8,175,808,1447,662,38.8,19.1,1.3035,2
1.7,129,813,1463,692,38.8,19.8,1.3513,1
1.7,111,764,1373,619,38.1,19.7,1.2928,1
1.7,85,721,1317,484,36.1,20.7,1.2151,1
1.2,86,766,1380,516,32.8,24.3,1.1894,1
0.7,71,877,1489,776,30.4,29.8,1.2712,0
0.7,60,952,1601,1041,29.1,33.6,1.3314,0
0.8,48,977,1618,1138,28.6,35.7,1.3726,0
0.9,45,906,1545,1091,28,36.1,1.3425,0
1.7,53,832,1455,978,25.8,39.5,1.2949,1
5.7,94,812,1464,936,25.1,40.1,1.2544,2
4.3,122,782,1428,867,24.4,42.5,1.2854,2
3.9,170,735,1410,781,23,46.2,1.2783,2
5.1,174,714,1379,746,22.5,46.7,1.261,2
3.7,191,729,1389,837,22.9,45.7,1.2621,2
3.3,179,825,1450,995,23.8,41.8,1.2149,2
3.6,148,1012,1633,1138,24.4,42.6,1.2866,2
3.2,129,1022,1624,998,27.3,36.8,1.3189,2
3.5,148,836,1498,696,29.6,35.4,1.4426,2
2.4,184,800,1501,615,34.6,28.3,1.5338,2
2.9,188,859,1576,710,33.1,32.6,1.6188,2
2.3,204,791,1567,651,33.3,33.1,1.6642,2
3.1,201,787,1518,636,34.6,30.1,1.6296,2
2.9,165,782,1514,593,34.9,29.5,1.6275,2
1.5,133,859,1590,684,35.6,28.5,1.6293,1
1.5,125,875,1590,711,36.4,27.1,1.6226,1
1.7,101,942,1650,801,36.8,26.2,1.5984,1
1.6,79,936,1630,770,36.4,26.8,1.6038,1
1.3,101,947,1671,813,33.3,32.8,1.6527,1
1.4,113,921,1683,851,31.3,39.5,1.7798,1
0.9,121,896,1693,823,29.9,44.7,1.8511,0
0.9,146,816,1624,778,29.1,48.4,1.9186,0
1.3,188,831,1686,827,28,52.9,1.964,1
1.3,182,799,1642,753,27.7,53,1.9423,1
2.9,166,730,1551,726,27.7,52.6,1.9202,2
3.2,142,608,1465,597,28.3,49.5,1.8782,2
3.4,84,565,1444,473,28.8,49,1.9112,2
3.6,87,578,1464,463,27.7,52.5,1.923,2
2.3,91,611,1494,526,27.5,53,1.9097,2
3.1,91,747,1605,712,27.1,54.4,1.9168,2
3.3,74,889,1734,918,27.6,52.1,1.8936,2
1.9,69,891,1697,894,29,48.5,1.9133,1
2.6,54,824,1612,710,31,42.9,1.8909,2
2.7,60,834,1640,737,32.5,39.4,1.8982,2
3.7,69,816,1614,680,36.9,30.9,1.8934,2
3.8,91,824,1606,670,36.2,30.6,1.8105,2
4.8,97,793,1549,654,37.7,27.7,1.778,2
3.5,114,803,1552,618,37.1,27.2,1.6874,2
2.2,129,784,1530,652,39.5,24.3,1.7216,2
1.5,137,849,1583,732,39.9,23.8,1.7127,1
3.4,134,953,1688,853,39.6,24.3,1.7255,2
3.7,132,919,1676,821,37.2,29.1,1.8185,2
2,123,952,1759,895,33.9,37.1,1.9264,1
1.4,105,875,1748,927,31.6,43.6,1.9944,1
1.1,136,831,1677,857,30.3,47.3,2.0034,1
0.7,169,890,1702,869,29.8,49.1,2.0248,0
1.2,87,792,1638,725,29,51.7,2.0375,1
1.3,111,776,1608,665,28.5,52.1,2.0036,1
1.1,119,763,1619,680,27.7,53.7,1.9661,1
1,128,720,1562,605,27.4,53.5,1.9267,0
1.2,117,539,1383,427,28.5,48.7,1.872,1
1.9,92,494,1353,400,28.9,48.4,1.8982,1
2.3,73,613,1484,522,27.1,54.8,1.9309,2
1.6,60,740,1595,703,26.1,59,1.9669,1
1.3,60,936,1792,965,26.7,58,2.0023,1
1.8,53,1080,1931,1102,27.9,54.9,2.0353,1
1.7,47,925,1753,1058,29.7,50.5,2.0767,1
1.8,43,890,1690,906,32.2,41.4,1.9624,1
2,47,887,1665,844,35.6,32.2,1.8408,1
2.2,50,868,1632,763,35.7,31.4,1.8025,2
1.6,81,698,1537,555,35.5,34.9,1.9841,1
1.3,75,673,1522,520,35,35.5,1.962,1
1.5,87,671,1508,508,35.1,34.6,1.9255,1
1.5,128,752,1561,545,36.8,30.5,1.8572,1
1.3,105,798,1607,584,34.5,34.7,1.8667,1
1.4,101,794,1619,590,33,38.1,1.8813,1
0.5,100,800,1607,610,30.8,43.1,1.8761,0
0.4,98,857,1634,689,29.1,46.9,1.8652,0
0.4,98,848,1657,713,28.2,49.8,1.8795,0
0.6,98,913,1685,785,27.5,50.4,1.823,0
1.1,90,851,1632,754,27.3,49.1,1.7503,1
2.9,84,814,1563,653,26.7,46.7,1.6121,2
3.5,101,783,1502,575,26,45,1.4913,2
4.6,98,707,1407,537,25,47.3,1.4771,2
3.4,76,587,1300,413,25.3,44.3,1.4032,2
2.3,71,597,1320,417,24.3,46.3,1.3857,2
2.7,71,653,1332,486,24.8,43.4,1.3347,2
3.1,66,682,1342,532,24.5,40.6,1.2327,2
3.2,62,698,1331,542,25.7,36.9,1.1991,2
2.5,58,664,1323,459,26.8,35,1.2175,2
3.4,48,624,1309,415,28,34.9,1.3008,2
4.8,53,681,1368,457,29,34.1,1.3445,2
4.5,55,657,1332,429,30.4,30.8,1.3155,2
4,63,658,1328,428,32.4,26.3,1.2523,2
3.2,69,653,1336,423,31,28.9,1.277,2
1.9,84,601,1314,410,29.3,33.1,1.322,1
1.9,95,649,1354,437,26.9,35.2,1.2334,1
1.3,80,684,1368,520,28.1,34.2,1.2802,1
1.1,87,696,1328,461,28.5,29.4,1.1298,1
1,94,782,1395,571,27.3,31,1.111,0
0.5,76,936,1535,866,25.4,36.2,1.1562,0
0.6,92,890,1474,841,24.6,38,1.158,0
0.5,94,791,1425,706,24.3,41.6,1.2467,0
0.8,110,773,1426,703,24.9,40.8,1.2696,0
1.2,109,845,1483,775,23.8,44.7,1.3019,1
2.7,122,900,1549,830,22.8,49.8,1.367,2
3,107,832,1492,808,22.8,49.4,1.3568,2
1.5,83,774,1486,815,20.9,57.4,1.4037,1
1.2,62,767,1492,897,20.5,60.6,1.447,1
4.7,89,713,1426,836,19.6,63.7,1.4396,2
8,103,694,1415,774,19.4,64.5,1.4394,2
7.7,74,638,1389,698,18.6,67.4,1.4302,2
6.8,52,735,1455,800,19.6,63.7,1.4419,2
6,38,746,1448,771,21.7,56.4,1.4496,2
4.7,39,814,1519,798,25.2,47.4,1.4978,2
3.4,59,805,1512,755,30.4,34.1,1.4577,2
3.9,56,775,1407,657,33.4,25.1,1.2665,2
4.4,51,742,1305,537,35.5,18.2,1.0376,2
3.3,51,589,1127,390,35.1,15.7,0.8757,2
2,58,570,1110,368,33.3,17.1,0.8592,1
1.5,68,640,1084,391,36.6,11.8,0.7107,1
0.8,81,686,1104,413,38.3,10,0.6591,0
1.3,73,713,1144,435,37.3,10.9,0.6846,1
2.7,69,779,1347,535,34.6,20,1.0817,2
3.6,81,874,1447,663,30.4,28.2,1.204,2
3.6,82,900,1493,830,28.1,34.3,1.2821,2
2.6,71,876,1500,911,26.5,36.6,1.2484,2
2,81,818,1454,848,25.7,38.5,1.2548,1
3.3,87,790,1428,799,24.7,41.6,1.2751,2
2.6,72,820,1462,921,23.6,45.4,1.3067,2
2.1,63,733,1392,762,23.4,46.3,1.3134,2
2.9,63,675,1348,661,21.6,51.6,1.3171,2
3,63,613,1321,597,21.2,53.3,1.328,2
3.2,55,582,1306,616,20.6,55.1,1.3237,2
4.4,52,583,1288,596,22.1,49.6,1.3022,2
